"episode","Group: Train_Rewards_simple_reference_if_load_meta:1 - _step","Group: Train_Rewards_simple_reference_if_load_meta:1 - _step__MIN","Group: Train_Rewards_simple_reference_if_load_meta:1 - _step__MAX","Group: Train_Rewards_simple_reference_if_load_meta:1 - train_rewards","Group: Train_Rewards_simple_reference_if_load_meta:1 - train_rewards__MIN","Group: Train_Rewards_simple_reference_if_load_meta:1 - train_rewards__MAX"
"1","1","1","1","-1253.7187672576026","-1508.6809976481918","-835.5163063612556"
"2","3","3","3","-832.7307567166359","-2077.9795854514678","-363.4735780302185"
"3","5","5","5","-743.440819975798","-1301.2553631612261","-256.42132587596655"
"4","7","7","7","-1039.7595905700218","-2005.8424343933773","-318.32612897933933"
"5","9","9","9","-18095.410480183644","-31253.8848500692","-1792.2205151151982"
"6","11","11","11","-53912.85749926523","-74643.6765262145","-14531.695344194259"
"7","13","13","13","-104013.94753879905","-119165.920578918","-94437.48352333925"
"8","15","15","15","-93438.94750167112","-116566.67869497462","-56772.70324552404"
"9","17","17","17","-93708.74690779182","-123251.38027329468","-49074.4434809379"
"10","19","19","19","-94700.67687416394","-133743.74355783596","-51623.145110040496"
"11","21","21","21","-82223.16212252367","-111307.39675130881","-50060.78935424665"
"12","23","23","23","-82758.44661710966","-139582.2864940007","-37753.75064949044"
"13","25","25","25","-46698.64979588294","-85163.78807444216","-27270.430865582515"
"14","27","27","27","-53803.870083447335","-96723.57955837854","-3591.609946786324"
"15","29","29","29","-65029.8826063493","-110180.63659138151","-26565.710658308813"
"16","31","31","31","-78142.38144466325","-128275.31462737698","-57933.29252018298"
"17","33","33","33","-76583.4774003879","-100491.62231605421","-50364.479987802246"
"18","35","35","35","-74500.22733546412","-106156.07565511746","-47782.24699559512"
"19","37","37","37","-72728.17724452793","-125405.26685207048","-38235.49328287325"
"20","39","39","39","-66034.52685103628","-113387.51649134768","-19840.28704421022"
"21","41","41","41","-65401.66205951142","-98079.43821648101","-33897.03329203818"
"22","43","43","43","-58394.93265936091","-67222.56642177305","-46780.42293922116"
"23","45","45","45","-46297.43698979258","-74341.0996652856","-32025.334040248068"
"24","47","47","47","-67448.61763225119","-104424.58644149112","-34907.00147395316"
"25","49","49","49","-74880.6043522897","-138033.03092521906","-22939.212726930255"
"26","51","51","51","-83877.67186709745","-107863.37451268248","-59427.73380916564"
"27","53","53","53","-67637.07992475871","-100633.7018613086","-45297.86071804414"
"28","55","55","55","-62067.730854563255","-82987.01513123227","-44059.31782046299"
"29","57","57","57","-70429.54321448624","-89661.43136520166","-51090.736336697555"
"30","59","59","59","-78791.1485162561","-110134.23640968163","-38644.74843480626"
"31","61","61","61","-64697.349342830166","-109710.25533874355","-36484.184936004545"
"32","63","63","63","-67874.99624069555","-103016.11706991463","-38015.382445649215"
"33","65","65","65","-80547.17568615483","-125302.53523452052","-38183.40421342693"
"34","67","67","67","-70582.99952413511","-101775.0591811768","-28894.483287608167"
"35","69","69","69","-64175.499297344824","-100267.88497744917","-31196.493175805226"
"36","71","71","71","-46824.15250911751","-95518.65568631381","-15180.864006663194"
"37","73","73","73","-50123.46524945552","-85553.58220859483","-3407.5721719625444"
"38","75","75","75","-46504.63750714526","-70582.91726333473","-1284.3132656818984"
"39","77","77","77","-48403.784321532774","-78678.0865753298","-21408.87750039916"
"40","79","79","79","-61220.81565666123","-81026.47174519952","-23126.648807689307"
"41","81","81","81","-66799.48806034756","-124431.93915364018","-40852.26194497348"
"42","83","83","83","-54680.87302936219","-109294.8331561928","-4047.0007315353714"
"43","85","85","85","-48557.75172709526","-98436.51903597749","-3255.517471086991"
"44","87","87","87","-32014.8411636386","-84828.98857494307","-4616.296713716156"
"45","89","89","89","-23262.462743877117","-75193.47719874053","-1173.7239358201173"
"46","91","91","91","-16893.901960727868","-60105.15016955821","-420.514866427335"
"47","93","93","93","-28460.502803841955","-63720.301369875946","-393.4447905196823"
"48","95","95","95","-23826.39892213812","-64259.82831908791","-298.07370385959314"
"49","97","97","97","-21787.75060900688","-68303.13241111317","-513.2009617510068"
"50","99","99","99","-21797.044393396423","-72905.2406895293","-175.77712862951142"
"51","101","101","101","-20594.216578740765","-46528.63048902014","-3559.4573934812856"
"52","103","103","103","-14710.532708167073","-28711.172735143555","-1170.0098155942133"
"53","105","105","105","-24791.837466109042","-49364.226004494325","-116.4610422453277"
"54","107","107","107","-21968.710832696233","-39724.576807086596","-134.3412630407922"
"55","109","109","109","-18877.084732803567","-34348.97831290187","-583.8849773454997"
"56","111","111","111","-13605.629885797458","-39488.94464375013","-1396.6382349364728"
"57","113","113","113","-9407.459113941539","-19529.436553744294","-3010.889922487487"
"58","115","115","115","-18354.175022466865","-35657.12174856205","-6537.342115706472"
"59","117","117","117","-15505.768528383365","-34950.119773020975","-1473.277510961541"
"60","119","119","119","-18647.089878633655","-35940.39785136173","-958.8817025494636"
"61","121","121","121","-16249.039308382422","-35316.170164763374","-582.0465386328669"
"62","123","123","123","-22722.938541686475","-43530.08945750442","-7903.064858005288"
"63","125","125","125","-23132.757040599536","-55243.84590274295","-501.0594986523658"
"64","127","127","127","-18045.8701291428","-42182.89204914536","-516.3628347482131"
"65","129","129","129","-17688.159531878147","-33167.44515319733","-4881.25886184623"
"66","131","131","131","-20429.13670128074","-49763.60113619382","-2506.3515545093537"
"67","133","133","133","-23462.052091862704","-42359.623025368455","-3637.184695953623"
"68","135","135","135","-19707.055523413128","-42959.17774541095","-2383.517740019741"
"69","137","137","137","-13952.464136430537","-40866.71269234185","-3408.1775396399044"
"70","139","139","139","-11476.18528788962","-37795.56989707295","-770.2885494675863"
"71","141","141","141","-10204.89823707622","-35848.821077146036","-2835.735900726802"
"72","143","143","143","-13245.431333094064","-41940.194534665425","-2570.293345512441"
"73","145","145","145","-14293.966427087478","-38904.0794130399","-2789.0782920110837"
"74","147","147","147","-11933.216426909426","-48545.30559219266","-1021.1854683693336"
"75","149","149","149","-21834.95592235409","-71314.3028776344","-2845.783925312248"
"76","151","151","151","-17666.72833932458","-68358.77026543913","-1495.3176691836043"
"77","153","153","153","-21664.470718614895","-64080.089352869916","-1668.9218035775052"
"78","155","155","155","-28531.687966211302","-74216.29188971756","-1479.3302292785138"
"79","157","157","157","-27056.148346380833","-76549.2563095668","-797.1370298717366"
"80","159","159","159","-21373.2170903177","-46513.16132031616","-2613.1874165966947"
"81","161","161","161","-10014.314131746112","-28570.008922029527","-1736.5992605800707"
"82","163","163","163","-6173.234126530819","-14493.514201604516","-1319.7591846695798"
"83","165","165","165","-12101.246737705897","-23839.144661098286","-3020.4122504532706"
"84","167","167","167","-8430.948205973733","-22044.8423343615","-2043.8350785050839"
"85","169","169","169","-7422.10923969174","-18921.15719649048","-2645.622132323464"
"86","171","171","171","-8131.309187720848","-21759.277140826634","-1069.5674316775842"
"87","173","173","173","-4919.498106568288","-8419.906891838005","-2707.9141142381204"
"88","175","175","175","-6256.999794804452","-14217.000202446812","-2913.6042011148033"
"89","177","177","177","-4160.740768611551","-7232.430574938936","-1828.9203512977206"
"90","179","179","179","-4099.632686308005","-8888.47969284967","-1922.8906793782294"
"91","181","181","181","-7533.143961104516","-26111.62408701842","-1824.6857315368584"
"92","183","183","183","-3272.5386415819953","-8098.675047116836","-1007.9452096504311"
"93","185","185","185","-2894.054041660884","-6170.059761214332","-785.9305623012723"
"94","187","187","187","-7061.742496211946","-27984.090283897374","-1308.3677049616342"
"95","189","189","189","-1579.8238034968608","-2603.9993495553954","-1023.2802158361061"
"96","191","191","191","-1582.5856384897088","-3327.093946807978","-665.8415814215809"
"97","193","193","193","-8118.255459249905","-30676.457780381228","-357.2567792452925"
"98","195","195","195","-8890.397693993287","-35098.86577438607","-141.87721364211703"
"99","197","197","197","-2828.7055320787667","-8960.313753177692","-438.5057680490486"
"100","199","199","199","-5572.418948939498","-14361.861113380286","-190.42401575766974"
"101","201","201","201","-9250.694950348892","-22715.690784894734","-230.1351178395791"
"102","203","203","203","-7337.4374916657325","-18466.140881118634","-338.65625964982297"
"103","205","205","205","-3706.010983690923","-12543.346382781381","-161.5167985447015"
"104","207","207","207","-2292.488759065499","-7332.922078947231","-363.1238831875233"
"105","209","209","209","-1617.2311936041956","-4081.9757801248843","-524.8945681640006"
"106","211","211","211","-1469.3323422361025","-2901.1672186140613","-53.378183635812476"
"107","213","213","213","-1748.7800587046852","-3092.8289789829705","-159.71590111615203"
"108","215","215","215","-1796.2253246821067","-5592.837111026787","-111.8876927174512"
"109","217","217","217","-2369.1516072484155","-4898.44568773994","-807.2002961756407"
"110","219","219","219","-1601.2242631955999","-2935.21716168096","-154.40467737442424"
"111","221","221","221","-2093.000550417284","-4859.900617973984","-496.3539271980809"
"112","223","223","223","-2943.417937293895","-8553.82396169674","-479.66724619790546"
"113","225","225","225","-3394.1475765767696","-9330.831940313159","-260.07401894851"
"114","227","227","227","-2276.104211099052","-4208.664675660114","-500.95010202577873"
"115","229","229","229","-3851.881916002623","-8842.028318340846","-634.4475171064826"
"116","231","231","231","-4931.643575348052","-15722.264950685523","-525.802341254484"
"117","233","233","233","-3197.2929159129017","-4698.087420366679","-956.9786108386392"
"118","235","235","235","-4562.5525868961195","-9748.490956572554","-1573.4409318880519"
"119","237","237","237","-4390.589880474786","-10135.612247898955","-936.4821965454914"
"120","239","239","239","-4916.071978719835","-9737.402823280381","-1097.0249531382015"
"121","241","241","241","-3052.337605140924","-5420.310689926618","-738.7726963909453"
"122","243","243","243","-4651.889648567834","-10382.01498047481","-169.99325322015997"
"123","245","245","245","-3297.2331653177125","-6999.728609356562","-344.4678807850212"
"124","247","247","247","-7396.44862557238","-24967.021654571792","-164.22775045071643"
"125","249","249","249","-11781.015516621104","-44008.39446716024","-318.76183437713877"
"126","251","251","251","-7982.117848074204","-26907.818379103694","-129.95261381362945"
"127","253","253","253","-4004.557833568557","-10751.093374468968","-352.0907541177251"
"128","255","255","255","-4703.477209429224","-9190.526781897306","-113.31458739071928"
"129","257","257","257","-1903.337115545377","-4234.661738837541","-390.3349395389068"
"130","259","259","259","-3115.3299942320496","-5953.569038422139","-728.2870786754972"
"131","261","261","261","-2670.8673669577324","-4891.103229971518","-570.6742495402348"
"132","263","263","263","-2760.3279482561115","-7287.93510485156","-535.866389814746"
"133","265","265","265","-1483.728292231726","-2712.008674755728","-498.7104313633662"
"134","267","267","267","-1619.3761856352874","-2906.920006989411","-374.8437893284623"
"135","269","269","269","-1384.3924484250797","-2217.21045802982","-167.0118590750376"
"136","271","271","271","-1332.5183074144227","-2283.928046439215","-228.43268846171816"
"137","273","273","273","-1931.385710775751","-3063.144034115375","-791.9954486841821"
"138","275","275","275","-1107.772379376206","-1853.5510916489145","-436.4507017389382"
"139","277","277","277","-1295.8927236157301","-2042.4704984876175","-499.906206112558"
"140","279","279","279","-871.3816647349264","-2096.343907121574","-210.22732366198946"
"141","281","281","281","-1279.556096404167","-2097.5673676535644","-582.7347083292696"
"142","283","283","283","-1460.3089746616602","-2169.083915436734","-951.631561123778"
"143","285","285","285","-1004.8832662384442","-1315.761744418222","-783.7972733565141"
"144","287","287","287","-1112.833428134326","-1247.2204114853537","-809.5712197842133"
"145","289","289","289","-627.0970458341551","-965.8318292470235","-274.46147979023203"
"146","291","291","291","-1193.6782880940311","-2384.2219124263524","-613.0247057347004"
"147","293","293","293","-1369.6072135300533","-1942.405980501126","-656.0537674326937"
"148","295","295","295","-1679.55456495812","-2212.2399521208704","-966.3740765226156"
"149","297","297","297","-1320.2907365534065","-2683.7879872150747","-686.4275310371754"
"150","299","299","299","-1020.3920610088826","-1583.379371230798","-429.7321836388906"
"151","301","301","301","-1470.5738424760139","-4311.995751270444","-140.57196060239292"
"152","303","303","303","-1892.8459049215428","-5048.508619426232","-693.1905160997226"
"153","305","305","305","-2381.3031500868415","-7828.328140632304","-795.566419567793"
"154","307","307","307","-3878.9751105656187","-13775.54423319429","-611.0377359313259"
"155","309","309","309","-2872.7439454256883","-8538.671872100447","-922.9042011074401"
"156","311","311","311","-2513.9031976155784","-8344.651512310575","-326.35092185263943"
"157","313","313","313","-1580.4596578063677","-2791.5751082449256","-551.7594549743553"
"158","315","315","315","-2143.7993061097395","-4137.830544021343","-1214.3106748442358"
"159","317","317","317","-2291.60544638992","-4541.222087294184","-1133.2050534736381"
"160","319","319","319","-2571.3640037089936","-4126.830754984583","-1029.577523537279"
"161","321","321","321","-2871.5227749563787","-3692.7771587646225","-1402.3854523074533"
"162","323","323","323","-3021.3427782195467","-4355.454453240648","-1126.4994462902198"
"163","325","325","325","-12234.92127600335","-47805.51854174358","-1095.934894169089"
"164","327","327","327","-4001.3959800405783","-7342.451778364507","-787.3527380846712"
"165","329","329","329","-7822.672668236172","-28365.62420013498","-942.4739691112462"
"166","331","331","331","-5256.6577852028595","-19461.920070952765","-651.5834694801378"
"167","333","333","333","-4658.588166661192","-12290.969740183164","-364.7947597399725"
"168","335","335","335","-3013.3963166322974","-5197.306615983034","-1365.0465821665368"
"169","337","337","337","-3073.340207760128","-5756.923747323262","-857.2135461165774"
"170","339","339","339","-2952.7226063469398","-6019.990321256247","-1135.4125173173156"
"171","341","341","341","-3110.5782928494605","-4742.759758771249","-1693.0570792206554"
"172","343","343","343","-4591.613525238392","-7409.612694444543","-2689.2126069432384"
"173","345","345","345","-2994.5682048856897","-5212.5598937812665","-1806.3974987843205"
"174","347","347","347","-2845.419770047708","-4926.408181392081","-969.6854320005723"
"175","349","349","349","-3875.632877489649","-7690.744882361456","-873.5708765581263"
"176","351","351","351","-2758.4899000696305","-5394.788508207477","-335.54752666457534"
"177","353","353","353","-2203.640685941275","-5073.928411504292","-482.1610890555892"
"178","355","355","355","-2426.724708861305","-7440.943722905675","-295.01442374705516"
"179","357","357","357","-2849.637183015181","-6162.605421075061","-276.82612701458794"
"180","359","359","359","-2098.458222053524","-3903.075250985451","-481.9414637634779"
"181","361","361","361","-1943.6839969108964","-4376.80519946421","-748.3057074820043"
"182","363","363","363","-2036.3036205937449","-3724.714357090363","-895.9422366300688"
"183","365","365","365","-1644.4969899912762","-3491.9107145453463","-238.78755905103273"
"184","367","367","367","-1337.7441484804895","-2395.7968655287127","-596.6837113939031"
"185","369","369","369","-1735.3567050440743","-4371.323690548478","-51.77180292022436"
"186","371","371","371","-1791.995675557488","-3603.7294626402104","-550.0910761511931"
"187","373","373","373","-1384.501852045137","-2365.5266868282815","-498.07499760848606"
"188","375","375","375","-1621.3321167309452","-2250.35728662902","-894.6687562522133"
"189","377","377","377","-1725.1891153318952","-2642.7044408181464","-891.8518322158349"
"190","379","379","379","-1299.6252098291004","-2365.8964014730873","-591.1261855271458"
"191","381","381","381","-1922.0259909132005","-2722.710715159018","-1083.0290612692934"
"192","383","383","383","-2049.156377502733","-2517.4546862825537","-826.2864556463428"
"193","385","385","385","-1954.6672922094683","-4477.053614748325","-827.2235481183014"
"194","387","387","387","-2191.1236209896597","-3425.131473966356","-1133.2998438619018"
"195","389","389","389","-2001.859392496807","-3174.8971201219856","-856.0478447401388"
"196","391","391","391","-1868.515492866028","-2819.2405683619263","-1038.1622132185519"
"197","393","393","393","-1745.6500903829906","-1960.4764250991386","-1409.0072018069168"
"198","395","395","395","-1422.9799564712655","-2415.0755372039343","-606.510704017934"
"199","397","397","397","-2208.996208176889","-3180.3896657748437","-856.4596811029061"
"200","399","399","399","-1799.793447822439","-3660.6811695217684","-965.2177183722187"
"201","401","401","401","-1625.4253455431342","-2526.0295066549206","-821.7078895691413"
"202","403","403","403","-1971.0210288327526","-3670.8358714669116","-739.5476338246009"
"203","405","405","405","-1727.6030545330218","-3607.9788004625975","-722.8052299831901"
"204","407","407","407","-1556.4035372036283","-3337.4486572461333","-553.3960700721778"
"205","409","409","409","-1798.9292876922689","-2666.9494151206923","-810.3314916883136"
"206","411","411","411","-1822.5869721264396","-4447.653410648803","-436.6441685390703"
"207","413","413","413","-2362.3029352374733","-7297.95478833571","-280.2885580537304"
"208","415","415","415","-2166.686134688466","-6139.560552580744","-453.9381322181555"
"209","417","417","417","-1868.7526433084608","-4816.894877720031","-376.4734210090158"
"210","419","419","419","-1917.8839833303264","-5415.343571324181","-521.350482838773"
"211","421","421","421","-1473.1347968874124","-3850.4173818283602","-392.53477223175827"
"212","423","423","423","-1385.0671626346723","-3154.604325300343","-593.3326776061313"
"213","425","425","425","-1678.4344955576682","-4593.269123496484","-526.0846048378481"
"214","427","427","427","-1213.7754462514195","-3622.158422362437","-332.190545236018"
"215","429","429","429","-1183.133408655936","-3231.717087639892","-288.07977744705863"
"216","431","431","431","-1225.4079672863106","-2834.197981757166","-395.0057205184606"
"217","433","433","433","-1362.0279146221162","-2510.0712916658726","-159.27874361858727"
"218","435","435","435","-1521.8661290177922","-2621.639148717402","-366.6798533546477"
"219","437","437","437","-957.7726512756028","-1590.731929973048","-68.39589247213965"
"220","439","439","439","-1272.3052280738386","-2783.6789600809557","-347.7369791279265"
"221","441","441","441","-1103.1604357044225","-1872.0691864589744","-180.79433532594626"
"222","443","443","443","-1281.175177915873","-3267.0199956006436","-84.08999857977369"
"223","445","445","445","-1341.9339296898538","-2281.8370723095545","-584.7800379079288"
"224","447","447","447","-1105.3617391391804","-2628.2819958258865","-261.37185557409566"
"225","449","449","449","-1093.5392213877076","-2758.823093951606","-316.95057648742755"
"226","451","451","451","-1167.2540969908684","-2305.4115455535475","-219.3969825300979"
"227","453","453","453","-1278.5967893081934","-3014.417601562008","-327.2993359092968"
"228","455","455","455","-1075.2829103322688","-2110.4380055119195","-228.31906403597395"
"229","457","457","457","-1572.0286764666582","-4696.767123749942","-104.05664345762594"
"230","459","459","459","-1067.0342717556946","-3146.446954228128","-231.99274251372663"
"231","461","461","461","-1273.6724341749557","-2958.648126997922","-262.73612443488787"
"232","463","463","463","-1034.4041137193792","-2101.7489073812553","-351.8181589624454"
"233","465","465","465","-884.5228031926742","-2366.039185552845","-276.09593678635713"
"234","467","467","467","-867.1024671686997","-2016.0934538684137","-36.49186797386178"
"235","469","469","469","-903.3584620780782","-1493.8467949431213","-494.7293797503678"
"236","471","471","471","-696.4969457921203","-1393.9012620572194","-245.17589449897528"
"237","473","473","473","-513.0790116356053","-1176.34087863016","-239.4607698011839"
"238","475","475","475","-849.2904754094898","-1685.2185757565592","-294.375464932437"
"239","477","477","477","-881.9074582738818","-2854.8413107699366","-179.77628992589453"
"240","479","479","479","-676.3126652093686","-1198.4413675749354","-184.04994550160825"
"241","481","481","481","-741.6827248880181","-1826.9355640821382","-165.8090020984192"
"242","483","483","483","-888.9582745656231","-2301.6277715073525","-293.00918282681744"
"243","485","485","485","-834.1547987231774","-2246.6507022719607","-84.3834953645423"
"244","487","487","487","-712.6979034054382","-1127.9500305679649","-183.61688378302068"
"245","489","489","489","-897.3374636806715","-1711.8050511792192","-184.15362322402353"
"246","491","491","491","-661.1416937880871","-1078.469606839223","-296.4078159963103"
"247","493","493","493","-879.2508828823496","-1569.4342905487588","-143.18721914967654"
"248","495","495","495","-664.6261374582549","-1572.9208251729463","-136.93710671719955"
"249","497","497","497","-829.0123890987561","-1647.393478890267","-149.4795690446933"
"250","499","499","499","-1075.85894544042","-2510.7652331111613","-140.3885874767522"
"251","501","501","501","-1013.1415103697676","-2107.4447000206187","-227.10186667204462"
"252","503","503","503","-908.6754415713233","-2091.096571333396","-304.54662496707584"
"253","505","505","505","-1252.1444958769184","-3112.781276983877","-449.8285400430837"
"254","507","507","507","-996.6288082550752","-3335.9956213002038","-363.85713986207213"
"255","509","509","509","-1112.581873495914","-2405.0550968736225","-433.8623328444767"
"256","511","511","511","-761.7802038505787","-1498.994380088699","-78.30231872092311"
"257","513","513","513","-766.6321319146443","-1613.1651341650154","-244.65096155882276"
"258","515","515","515","-973.7084444019544","-1877.4354464086869","-412.8770543810565"
"259","517","517","517","-814.2004866605303","-2129.28162258871","-101.08876681287506"
"260","519","519","519","-769.2226761911571","-2146.5963331150765","-152.19318708448563"
"261","521","521","521","-874.69855720816","-1634.7033778521254","-270.5525636878887"
"262","523","523","523","-1015.3328341373177","-2304.058605443472","-274.676155130159"
"263","525","525","525","-871.2327806697834","-1661.3260722648488","-248.93558696049845"
"264","527","527","527","-664.6089496212511","-1197.156406489031","-257.98602541817945"
"265","529","529","529","-767.2477629666903","-1544.0606358686887","-98.52977270105798"
"266","531","531","531","-894.6225505621336","-1844.731277300502","-330.929968792894"
"267","533","533","533","-649.078582621455","-1006.6966041174528","-311.8641035801157"
"268","535","535","535","-768.9168306533468","-1459.7596111017713","-476.6204934845133"
"269","537","537","537","-547.4978710722625","-952.0702156878663","-280.7150848558585"
"270","539","539","539","-558.2971500906766","-767.0195886618657","-375.83436334377024"
"271","541","541","541","-726.394977398715","-1938.1236718586654","-377.9115371645205"
"272","543","543","543","-552.6871758903624","-679.6441341296918","-386.22300331875715"
"273","545","545","545","-623.7777591059726","-1012.2160336988627","-166.18308003013016"
"274","547","547","547","-570.0055785875636","-741.886499420536","-268.6556273134429"
"275","549","549","549","-606.2544552761398","-1050.9369873825335","-214.18839507004483"
"276","551","551","551","-658.2594788658811","-1619.584843266328","-272.9154474476117"
"277","553","553","553","-728.7440015962599","-1974.1065859672635","-285.00684567405716"
"278","555","555","555","-727.4928862901364","-1846.4565219236245","-110.12044172409219"
"279","557","557","557","-981.1056127657287","-1946.0861001892606","-275.93654792959046"
"280","559","559","559","-836.9736135068335","-1697.0951372284294","-189.3009446355585"
"281","561","561","561","-1054.366069420672","-2777.7901755126745","-284.5125296343672"
"282","563","563","563","-1003.0812203685067","-1872.2688472083","-96.23978113241282"
"283","565","565","565","-763.7677886339621","-1750.7071403192954","-384.5614749417047"
"284","567","567","567","-1115.2779430701607","-2063.5361402280073","-769.1155183810379"
"285","569","569","569","-908.538497665232","-1532.902443168706","-318.83011296020413"
"286","571","571","571","-1108.241635386134","-1897.4127437671002","-334.20942765159134"
"287","573","573","573","-1445.4791263271215","-2874.2891692041235","-356.8847668595261"
"288","575","575","575","-1221.5591478542992","-2303.5725078321766","-252.53132729306088"
"289","577","577","577","-1648.09417170864","-3060.9472046509813","-675.6248148866364"
"290","579","579","579","-1588.678788393952","-3014.475963856657","-379.0161820507767"
"291","581","581","581","-1037.707758964208","-1905.7089142668926","-716.523707053813"
"292","583","583","583","-870.1170486895262","-1782.6665282936826","-312.5680442463289"
"293","585","585","585","-1099.1162329886786","-1762.7610208039252","-325.6018612811689"
"294","587","587","587","-960.6810457202371","-1960.7881238504724","-506.382468651425"
"295","589","589","589","-1258.469630469698","-2895.121620178806","-421.9772137468039"
"296","591","591","591","-1296.0750611694816","-1953.9019047553106","-204.35254961191168"
"297","593","593","593","-1215.5761183093011","-2656.462427480626","-494.9039344085764"
"298","595","595","595","-1148.5657024956454","-1991.0135916024572","-568.6135050223091"
"299","597","597","597","-1146.7156149644077","-2082.6799988567377","-316.89416486330526"
"300","599","599","599","-1290.669678774681","-3210.5538048382787","-287.76786129263803"
