"episode","Group: Train_Rewards_simple_reference_if_load_meta:0 - _step","Group: Train_Rewards_simple_reference_if_load_meta:0 - _step__MIN","Group: Train_Rewards_simple_reference_if_load_meta:0 - _step__MAX","Group: Train_Rewards_simple_reference_if_load_meta:0 - train_rewards","Group: Train_Rewards_simple_reference_if_load_meta:0 - train_rewards__MIN","Group: Train_Rewards_simple_reference_if_load_meta:0 - train_rewards__MAX"
"301","601","601","601","-713.5960596404834","-998.6572134956187","-524.8209028964388"
"302","603","603","603","-800.4332298520969","-1536.8414842553004","-193.73847523851583"
"303","605","605","605","-985.6012995951576","-2396.9675781730884","-277.9521567447827"
"304","607","607","607","-1334.8218976904943","-5204.174670671523","-97.57729862647723"
"305","609","609","609","-625.5814437269617","-1379.7795628070794","-200.61160105006496"
"306","611","611","611","-728.1581416686336","-914.3680628988097","-405.97030721202447"
"307","613","613","613","-473.80597102953936","-628.9830518484391","-309.96518157624496"
"308","615","615","615","-654.2212072711314","-1046.7139517517935","-241.72655554409945"
"309","617","617","617","-504.98391393219947","-820.871517288197","-306.37012547325656"
"310","619","619","619","-456.51818363008414","-806.3629712867206","-83.86514967819946"
"311","621","621","621","-558.7208904632848","-793.4175870761602","-217.73501882726538"
"312","623","623","623","-346.9555537062629","-450.17238433134366","-212.81412251694104"
"313","625","625","625","-425.2070669593669","-579.3691827929493","-201.52971053095956"
"314","627","627","627","-469.03869894469096","-895.8309162516721","-99.24375014424105"
"315","629","629","629","-760.2353147801516","-911.4504784185818","-520.7702854214311"
"316","631","631","631","-467.14583891911514","-782.8421987174905","-94.30098635331103"
"317","633","633","633","-511.9708100646411","-675.7544022372596","-285.1555430950928"
"318","635","635","635","-410.9373287948671","-574.1086641015836","-110.93912557500482"
"319","637","637","637","-767.8947561489766","-1301.6375628945564","-357.78719697132203"
"320","639","639","639","-2061.6286313062187","-8087.983055005359","-267.8967281784611"
"321","641","641","641","-1690.410511628162","-6565.269163986706","-195.98369536051013"
"322","643","643","643","-1852.2496412744028","-6482.3436352729495","-341.8457394906466"
"323","645","645","645","-1350.969837031974","-4315.109377667453","-62.38062810627831"
"324","647","647","647","-1246.8970454995485","-4219.2380088701675","-122.11421363633514"
"325","649","649","649","-1291.4522973141952","-4509.455704019798","-304.975851639344"
"326","651","651","651","-1331.897730203484","-3775.9401229642003","-405.81898316001354"
"327","653","653","653","-918.0440896054054","-2624.344779289355","-221.32872773271362"
"328","655","655","655","-488.9350116216432","-1229.1617971564347","-234.94925400765044"
"329","657","657","657","-580.2213002876035","-1233.528523458929","-116.09652199488913"
"330","659","659","659","-392.4453651579757","-752.0550596152608","-141.9622110770835"
"331","661","661","661","-407.1618993180432","-643.5882701958901","-133.78334465209917"
"332","663","663","663","-597.0413871245253","-953.9907379884522","-243.88632410059333"
"333","665","665","665","-495.3088830567981","-739.2802640826594","-310.2585332102318"
"334","667","667","667","-562.602395738262","-1112.1530590079735","-143.4422959753636"
"335","669","669","669","-615.3401781842375","-1116.886580582668","-369.3032326247944"
"336","671","671","671","-512.5161930036165","-1122.6152437714816","-112.32327509048467"
"337","673","673","673","-905.3994696492206","-2857.679516405","-82.62175129314707"
"338","675","675","675","-867.5705440260717","-2796.1820060144128","-334.013942568669"
"339","677","677","677","-804.936058033102","-2761.687741773907","-120.75441791261578"
"340","679","679","679","-785.988566334049","-2279.6974965440613","-111.36292953737366"
"341","681","681","681","-919.5629710270402","-2699.878145885178","-93.9587522834998"
"342","683","683","683","-1258.8523933019842","-3850.5231831696165","-387.9390691855561"
"343","685","685","685","-1168.5290290144626","-3102.691853464671","-199.56856978479436"
"344","687","687","687","-1105.6186314508675","-2843.61766374674","-337.94138941289856"
"345","689","689","689","-966.2338147462879","-2164.28732437782","-525.0386283019587"
"346","691","691","691","-1148.2386060996255","-2538.0922170972513","-701.7525679222629"
"347","693","693","693","-934.9952140579838","-2687.5339673810745","-69.70595332628274"
"348","695","695","695","-1565.8335050135156","-4550.583960903639","-238.26157071861607"
"349","697","697","697","-1262.2185586769835","-3364.7391612966535","-325.3912360364503"
"350","699","699","699","-1268.0106496079807","-4292.298363592423","-297.8097989754292"
"351","701","701","701","-1494.4631756309755","-4879.65331722415","-190.6937514851391"
"352","703","703","703","-1586.0673362493494","-4498.4234380899825","-523.1607418063513"
"353","705","705","705","-2238.0439302054465","-7715.834720153286","-309.58591380936235"
"354","707","707","707","-2013.6613518437728","-7657.349243917284","-97.81572771031013"
"355","709","709","709","-2098.65459164655","-8128.922531516913","-132.5957295034219"
"356","711","711","711","-1715.8231477382622","-6395.838486762778","-254.29323336468596"
"357","713","713","713","-2160.7703251455973","-6426.980240843458","-478.8812765724848"
"358","715","715","715","-1274.0715685410291","-3993.995565539286","-278.73048279613084"
"359","717","717","717","-1189.4070792991056","-3525.7743629357074","-82.31484199608836"
"360","719","719","719","-1451.8712104045057","-4227.661913893605","-202.24740852674614"
"361","721","721","721","-1207.6638648820394","-4470.16615923934","-138.05070917985873"
"362","723","723","723","-1194.9671658600914","-3090.8590870320345","-205.95545600282423"
"363","725","725","725","-1119.8719604991352","-2907.127686108107","-390.79148043822744"
"364","727","727","727","-1184.9969594811707","-2913.678492149449","-277.5376918715738"
"365","729","729","729","-1309.3918279339298","-3657.9902382711075","-224.30708117231725"
"366","731","731","731","-1351.5361164686087","-3897.7770132029564","-126.59782299251059"
"367","733","733","733","-1985.1829357591935","-4504.472353630774","-445.6927153804"
"368","735","735","735","-2846.7071242100947","-11160.195865368587","-233.96321722340002"
"369","737","737","737","-4633.711930058882","-20194.885845620338","-182.51459074535927"
"370","739","739","739","-5861.948939271582","-26521.101524013236","-341.655865474651"
"371","741","741","741","-3771.8392278772467","-15208.238593894934","-264.0759909276058"
"372","743","743","743","-3581.0866529936366","-14250.327883052254","-173.54065614993337"
"373","745","745","745","-2935.0105398459154","-11421.540532320321","-441.1202497812338"
"374","747","747","747","-1125.1193946006456","-2928.0678979929926","-503.6478242732823"
"375","749","749","749","-1367.2542667699063","-3971.322143132867","-515.7100474055487"
"376","751","751","751","-761.1828996114733","-1621.102475038831","-189.33509212813735"
"377","753","753","753","-1349.6791845999094","-2519.1683848777748","-669.6823680637156"
"378","755","755","755","-1101.201651686718","-3567.6995480467617","-217.98878532014822"
"379","757","757","757","-1120.0273734401533","-2017.5235713996624","-693.5137900097858"
"380","759","759","759","-1179.8783096696293","-2912.905516550157","-308.9211921116749"
"381","761","761","761","-1156.7233685141862","-3010.606404480039","-546.4364915306976"
"382","763","763","763","-1301.0232785789844","-3226.4309190827594","-370.06164181955324"
"383","765","765","765","-1272.4435967859092","-3415.563873125969","-404.279868996476"
"384","767","767","767","-1295.000743693869","-3781.4969892134404","-326.6178311104705"
"385","769","769","769","-947.5947154541643","-2410.905706809722","-300.25634579058055"
"386","771","771","771","-878.5742098706696","-2403.0782734392787","-173.38527487987122"
"387","773","773","773","-1240.7993443170812","-3249.5303882652697","-512.5018485033473"
"388","775","775","775","-796.6880353945857","-1618.1944944434827","-81.41966210045248"
"389","777","777","777","-1075.7995951406842","-2698.0758421550768","-175.59852709464866"
"390","779","779","779","-665.6380890106714","-1481.2819714445038","-255.76527906876166"
"391","781","781","781","-741.5463661622368","-1186.188778392796","-476.21821604191115"
"392","783","783","783","-626.1361181487674","-1211.901139416419","-258.6553432001398"
"393","785","785","785","-630.8400904853386","-1376.1632800328764","-108.5705301719829"
"394","787","787","787","-785.8664570339643","-1541.794023355276","-313.4595056525327"
"395","789","789","789","-593.0301975370089","-949.8694134082253","-352.81173981011796"
"396","791","791","791","-565.4127705630275","-1144.6631225876176","-222.55719934766336"
"397","793","793","793","-392.17090959633776","-509.22868098888324","-286.4415300090589"
"398","795","795","795","-418.1100283560998","-640.4496118842769","-256.2809799859789"
"399","797","797","797","-538.3383996483096","-1297.81596272684","-60.18991708426264"
"400","799","799","799","-483.6115699678086","-730.508734185045","-228.70017937368195"
"401","801","801","801","-428.2838700611884","-651.4513049823615","-151.25562986529815"
"402","803","803","803","-407.08820495134955","-696.2173329630579","-158.0990397320416"
"403","805","805","805","-459.635999022427","-803.1119932628188","-220.66872090334078"
"404","807","807","807","-578.6771256974405","-1194.3611138076083","-235.20436647183308"
"405","809","809","809","-654.5775665189549","-1756.2758900698364","-157.17844788790055"
"406","811","811","811","-631.4436130767909","-1721.1390714706304","-153.6938712580577"
"407","813","813","813","-710.6988278772747","-1351.832959938157","-245.633050246276"
"408","815","815","815","-706.0297776965084","-1539.135973958267","-118.22657023644707"
"409","817","817","817","-593.562296904168","-789.748313716676","-285.87936445572416"
"410","819","819","819","-764.9347421649114","-1264.3497545127368","-212.57466779840505"
"411","821","821","821","-697.4564874316675","-1859.8900602105457","-258.7381168313657"
"412","823","823","823","-386.7869522388721","-1005.224899511964","-96.39566863359758"
"413","825","825","825","-758.1390416173474","-1902.919395886864","-149.2943287222362"
"414","827","827","827","-519.8439799274979","-1112.2696182187326","-279.1122721963967"
"415","829","829","829","-695.5588296681732","-2026.1476027855936","-52.371546066218194"
"416","831","831","831","-913.4082287709476","-3120.330860234754","-125.02103381130289"
"417","833","833","833","-698.3981010556105","-2283.1081142961502","-89.58448653665825"
"418","835","835","835","-558.5254092838265","-1494.8996260723266","-204.18283439263337"
"419","837","837","837","-761.092420349172","-3139.501946838114","-14.816282650774436"
"420","839","839","839","-610.764606395713","-1575.5182847218841","-61.8593890511568"
"421","841","841","841","-832.8874766765042","-2327.5323829004806","-237.15834723828115"
"422","843","843","843","-746.5176301678212","-2888.7603555717956","-105.88385820131792"
"423","845","845","845","-783.4411686488608","-2420.3359180676825","-165.82663546987357"
"424","847","847","847","-774.3119980791755","-2539.858830053234","-281.6232037358641"
"425","849","849","849","-911.8499489106862","-2402.8355607201343","-252.56235142218554"
"426","851","851","851","-711.6347071622981","-2039.1749344828866","-109.88724350528736"
"427","853","853","853","-1117.2019884063563","-3462.356370492393","-116.27830322480351"
"428","855","855","855","-759.6258516512811","-2261.4824437798075","-250.53087276507148"
"429","857","857","857","-961.6457308475552","-1813.948881658053","-317.15634150380026"
"430","859","859","859","-646.2916911600498","-2071.727204356072","-66.03432389752278"
"431","861","861","861","-777.0149958477502","-2401.724824427321","-149.76994373102139"
"432","863","863","863","-634.9838474387076","-1805.3241061192052","-123.86128070167061"
"433","865","865","865","-820.2530498295852","-1995.7691882830964","-278.8020087609396"
"434","867","867","867","-846.4967180376218","-2981.2806338337455","-245.45137684343996"
"435","869","869","869","-767.4803629946424","-2409.93249300641","-212.57153060448232"
"436","871","871","871","-669.8324404998009","-1933.022617410453","-98.59382822026059"
"437","873","873","873","-841.562390506162","-2375.2922127957663","-204.55182956944697"
"438","875","875","875","-778.4129983296765","-1667.3494194871728","-260.9303905819472"
"439","877","877","877","-742.4911415128861","-2564.00187488352","-217.2814846641412"
"440","879","879","879","-695.739816621638","-2172.6397828230943","-136.37276788938524"
"441","881","881","881","-817.7870944573554","-2485.4888296346826","-197.67798713386279"
"442","883","883","883","-667.5521511644567","-1273.2180567063904","-245.04572614134682"
"443","885","885","885","-1319.9779189521948","-3878.5739709988666","-338.9519656998609"
"444","887","887","887","-766.976702803237","-2845.966438488591","-60.7051232293694"
"445","889","889","889","-911.2915494052173","-3003.822893805833","-176.00448152791807"
"446","891","891","891","-751.0291666514831","-2619.6426715216408","-111.37662789435086"
"447","893","893","893","-907.0312506716766","-2836.385495893297","-91.7925512894775"
"448","895","895","895","-925.4047860276535","-2833.7307463799225","-149.16080548984786"
"449","897","897","897","-845.2905658130985","-2651.3494058688457","-248.68698351989119"
"450","899","899","899","-828.4376040813937","-1866.3475857815622","-242.61054854435426"
"451","901","901","901","-954.5114220826019","-3642.894040307593","-101.08546566190627"
"452","903","903","903","-1172.6344072063412","-4406.079262582081","-147.6514100138111"
"453","905","905","905","-659.2690721659583","-2090.032874518594","-38.45428870203193"
"454","907","907","907","-1130.5875833834116","-4247.160429402453","-67.03778720308091"
"455","909","909","909","-937.264108692589","-3115.38192036772","-140.14902175102347"
"456","911","911","911","-1205.962269029333","-4663.83866297574","-77.64402755336603"
"457","913","913","913","-831.9481941839115","-3286.392251199074","-32.55414666532095"
"458","915","915","915","-1033.733213578454","-4141.65384453583","-60.826276068658174"
"459","917","917","917","-899.1293000902942","-3608.034153428645","-62.6198165232465"
"460","919","919","919","-1028.4253384167946","-4151.1802443654005","-139.35692965062498"
"461","921","921","921","-984.2310979810585","-3321.9700648715307","-126.89733413422017"
"462","923","923","923","-743.5176499308407","-2696.2160617612","-35.78149284877247"
"463","925","925","925","-585.0539129587175","-1700.9642655071546","-166.68375171259595"
"464","927","927","927","-542.9266124880996","-1075.0909615897929","-278.7835265744098"
"465","929","929","929","-5603.062308951516","-24143.46912162444","-248.3705419495257"
"466","931","931","931","-1006.8260577066103","-3164.8365915636205","-181.1061347645873"
"467","933","933","933","-721.0130317021406","-1426.3383661860294","-154.5545107241451"
"468","935","935","935","-768.0621655078796","-2076.9802710240374","-167.94864662340927"
"469","937","937","937","-457.0182681505532","-1100.9177016131243","-133.10504101673635"
"470","939","939","939","-639.877025645231","-1176.853593402736","-107.87809110615196"
"471","941","941","941","-819.1745397233932","-1772.573099393532","-136.11397193703422"
"472","943","943","943","-527.7356595438639","-1046.2824722539817","-149.6949911119314"
"473","945","945","945","-520.5548307328594","-1544.7035044139648","-156.414742953774"
"474","947","947","947","-506.9732486601994","-838.4545878464403","-165.55418808010188"
"475","949","949","949","-660.3469947873938","-1199.4302356595936","-196.74253241750523"
"476","951","951","951","-318.67141775947374","-603.5875784847001","-121.59738008291954"
"477","953","953","953","-532.9339751580835","-901.2168723557613","-324.78865101634904"
"478","955","955","955","-349.4244442324126","-537.9330519051225","-222.14627264735637"
"479","957","957","957","-683.649205980335","-1207.7504620620155","-372.48428808068945"
"480","959","959","959","-587.2487330553172","-814.4960084208841","-366.7634770608236"
"481","961","961","961","-426.42145917992457","-791.8914621357623","-202.6839882411639"
"482","963","963","963","-589.4463452773044","-934.2727480894899","-130.69288450068666"
"483","965","965","965","-388.3471362049622","-477.0611157053016","-280.756094544096"
"484","967","967","967","-520.8484976178069","-975.7669295196843","-83.62985707318671"
"485","969","969","969","-572.945239070786","-1028.6934491449413","-169.17270263067343"
"486","971","971","971","-704.5662450976818","-1333.889123968078","-182.29383694763317"
"487","973","973","973","-554.364425076163","-1364.1366410132061","-86.03622597521435"
"488","975","975","975","-572.8929203159363","-1427.9121878377903","-47.6824424759777"
"489","977","977","977","-668.1090450875848","-1703.9793944849591","-170.38076797747772"
"490","979","979","979","-457.0664391414469","-649.972196191436","-284.25893794287714"
"491","981","981","981","-499.2599288964999","-1107.7122819123447","-127.69886151323732"
"492","983","983","983","-504.76632574939265","-1441.654002804119","-75.59043146934785"
"493","985","985","985","-727.3961744114328","-2075.4590016359075","-159.44282330032328"
"494","987","987","987","-709.784752842758","-1350.2158142348956","-187.12601555283928"
"495","989","989","989","-935.0610892944909","-2687.4312475548313","-125.41072242650995"
"496","991","991","991","-762.8642434562433","-1526.5762033937744","-338.8648281237127"
"497","993","993","993","-824.398904750137","-1467.326049325209","-316.2393596019573"
"498","995","995","995","-1050.232451521225","-1895.7502341799866","-31.330531681129735"
"499","997","997","997","-771.7669984540947","-1411.7195032243146","-296.76322665275933"
"500","999","999","999","-673.1754296910992","-1392.5862938217924","-132.9325498395053"
"501","1001","1001","1001","-770.637065767132","-1296.138069123893","-340.34471897457996"
"502","1003","1003","1003","-880.0143496944074","-2187.394619971616","-289.5849639821429"
"503","1005","1005","1005","-557.5477811605305","-962.0753044513383","-228.83270642178204"
"504","1007","1007","1007","-831.583884604563","-1589.9020336620763","-156.92681503740616"
"505","1009","1009","1009","-656.1537928819214","-1473.684349301506","-396.27307054003427"
"506","1011","1011","1011","-764.9648006760401","-1735.1759617469627","-218.41877649819105"
"507","1013","1013","1013","-956.3749067147086","-2073.9328658147647","-274.7051509041509"
"508","1015","1015","1015","-921.7888637296608","-2897.2043871193086","-222.53593185895312"
"509","1017","1017","1017","-762.5401412182573","-1486.5927968260985","-185.8965382078892"
"510","1019","1019","1019","-612.3417687893159","-860.740770013837","-334.304636789149"
"511","1021","1021","1021","-875.4085574206041","-1200.2901306902825","-484.3566115623635"
"512","1023","1023","1023","-463.48930204401114","-884.7361802185152","-165.14856484076853"
"513","1025","1025","1025","-1188.1756049293265","-2130.4298896897735","-507.94465604768493"
"514","1027","1027","1027","-1293.7566816390186","-2391.0888167583926","-121.94605153913832"
"515","1029","1029","1029","-968.7412258767472","-2487.212755667768","-97.0900974227171"
"516","1031","1031","1031","-763.2317226180126","-2132.9820078741636","-84.20487204423124"
"517","1033","1033","1033","-1133.0697986905443","-2424.764722482405","-248.0283948542232"
"518","1035","1035","1035","-1117.3622854981656","-1958.170893673906","-240.2978010878169"
"519","1037","1037","1037","-684.1685127377496","-880.3679225260491","-282.90673539275195"
"520","1039","1039","1039","-937.8119112289747","-2214.943592349243","-223.83661544830008"
"521","1041","1041","1041","-527.7800508057097","-1515.0822464823652","-157.98676242921252"
"522","1043","1043","1043","-1119.1727756200985","-2476.216761390904","-300.966865813249"
"523","1045","1045","1045","-668.2269953243219","-1665.7434645162452","-76.15814899520853"
"524","1047","1047","1047","-776.3528227217168","-1671.0934714500845","-273.1588440456"
"525","1049","1049","1049","-714.2857882824412","-1204.657672906153","-160.9245762090243"
"526","1051","1051","1051","-483.901244507512","-844.9961156165227","-199.34323707074282"
"527","1053","1053","1053","-533.3877092144155","-954.7420897251984","-254.53961503110557"
"528","1055","1055","1055","-628.6932594844211","-1132.9417214106584","-376.4796048404793"
"529","1057","1057","1057","-568.3430041481889","-1056.8715439905568","-222.03579688968887"
"530","1059","1059","1059","-939.5511245585282","-1495.672505526599","-123.43854414042003"
"531","1061","1061","1061","-862.2622292225393","-1902.3688933896801","-222.32898229128068"
"532","1063","1063","1063","-920.3420904384591","-1670.1251836758627","-376.3093439690849"
"533","1065","1065","1065","-739.0443581821406","-1712.1158739040116","-83.95403842175635"
"534","1067","1067","1067","-835.8137691007257","-2259.6376072291605","-131.79703669885734"
"535","1069","1069","1069","-676.1871003763164","-1150.1569332732038","-438.27998475391195"
"536","1071","1071","1071","-891.7983559644778","-1430.3499276700006","-150.1789527871647"
"537","1073","1073","1073","-802.310969916896","-1568.1587898864404","-344.56832008260903"
"538","1075","1075","1075","-795.3538566880945","-1785.4545980808198","-278.42681577430085"
"539","1077","1077","1077","-870.8094941826539","-1851.394224568453","-356.3709552497168"
"540","1079","1079","1079","-768.1941761499304","-1339.0999675804321","-135.7514483445032"
"541","1081","1081","1081","-476.2964689622213","-1223.8389269505726","-96.63236367832144"
"542","1083","1083","1083","-598.3949488147224","-1550.1829535429451","-198.9178634131316"
"543","1085","1085","1085","-872.2061500483782","-2017.1071111395026","-245.43639771006121"
"544","1087","1087","1087","-825.0289764237989","-1851.4930736439708","-356.0882552253037"
"545","1089","1089","1089","-863.252023929195","-2645.2219482444843","-205.16414037174746"
"546","1091","1091","1091","-953.4056725735416","-2900.579343047438","-130.3440906470147"
"547","1093","1093","1093","-736.855436425407","-2105.539722251121","-101.44353517248176"
"548","1095","1095","1095","-998.7694417222586","-2919.7510589677026","-337.47856544766364"
"549","1097","1097","1097","-848.7693550860961","-1891.75819504292","-216.64260767939538"
"550","1099","1099","1099","-805.1668448774913","-2128.101283499854","-239.24068635060055"
"551","1101","1101","1101","-812.1617573816303","-2240.385457810669","-278.6305423737751"
"552","1103","1103","1103","-761.8042551454721","-1607.4185837490643","-410.3161726605058"
"553","1105","1105","1105","-799.2749246897577","-2227.11188855391","-305.39190205360234"
"554","1107","1107","1107","-872.5197251794774","-2266.89795105958","-223.77223172288714"
"555","1109","1109","1109","-1270.3017090707385","-3856.314938859636","-320.0643555170198"
"556","1111","1111","1111","-1128.4511112849964","-4137.741639916954","-164.78001592858735"
"557","1113","1113","1113","-1267.8092841416567","-4625.109806845294","-354.63281420837933"
"558","1115","1115","1115","-1412.5141140069686","-5160.190788507617","-297.02771484941184"
"559","1117","1117","1117","-930.2194774012938","-2306.0807743270434","-381.26218758789844"
"560","1119","1119","1119","-734.9106659681137","-1732.3575511019856","-199.79845988307483"
"561","1121","1121","1121","-504.24101984112485","-1395.831187669014","-175.23371056626618"
"562","1123","1123","1123","-896.7297081788804","-2622.6828252348982","-165.45197425991034"
"563","1125","1125","1125","-928.4965963326365","-1901.9071997267679","-175.50465351297018"
"564","1127","1127","1127","-705.370018570897","-1674.0700277971214","-393.0378451908401"
"565","1129","1129","1129","-728.7192339003558","-1084.9719247736496","-344.47401721348626"
"566","1131","1131","1131","-430.6195795003732","-737.9170458228872","-138.06761132196786"
"567","1133","1133","1133","-373.55756263176073","-535.6912280999579","-299.4038614111614"
"568","1135","1135","1135","-530.1445804663153","-1054.7188243890612","-248.38842172858043"
"569","1137","1137","1137","-895.8095591045796","-1552.9910808441762","-150.15344003903377"
"570","1139","1139","1139","-924.6584010555368","-1525.0325192895073","-382.1516720589675"
"571","1141","1141","1141","-552.8129219364421","-941.5072797807617","-230.90352419626333"
"572","1143","1143","1143","-465.28931532584267","-911.7801278909517","-52.6680069983708"
"573","1145","1145","1145","-341.0322759698774","-665.9902834874441","-61.55549764631067"
"574","1147","1147","1147","-360.3662476391045","-463.5358824957861","-226.57948148864887"
"575","1149","1149","1149","-415.5968661024942","-918.1351242843045","-220.42354411250335"
"576","1151","1151","1151","-344.6847171452627","-874.7884443195987","-136.1825144206677"
"577","1153","1153","1153","-582.293113903367","-1388.8975673110708","-152.55798433945324"
"578","1155","1155","1155","-333.8628208739075","-747.8576612525924","-120.99157249502083"
"579","1157","1157","1157","-518.0488655458796","-906.5285401660155","-177.1936962474591"
"580","1159","1159","1159","-413.7130444244058","-650.0803015187442","-89.8921927007618"
"581","1161","1161","1161","-297.0773424123171","-809.912540496459","-49.215124861205176"
"582","1163","1163","1163","-387.131279269841","-652.8638927738288","-214.24264418963514"
"583","1165","1165","1165","-531.0023410568676","-891.5748232811463","-163.00986368101914"
"584","1167","1167","1167","-516.1517999008641","-902.3221532557128","-250.60877688706393"
"585","1169","1169","1169","-583.6193510556247","-915.8738051802336","-64.72977110932433"
"586","1171","1171","1171","-400.08552355978696","-1085.1518837749536","-79.12909592254871"
"587","1173","1173","1173","-500.54693955682734","-993.2790591706989","-202.2227724391944"
"588","1175","1175","1175","-516.1805149809401","-882.5770067745768","-149.5132556183526"
"589","1177","1177","1177","-673.7600172187651","-1430.7470419911594","-232.37438430739314"
"590","1179","1179","1179","-673.7435160323473","-1719.7662467170812","-78.08865651759815"
"591","1181","1181","1181","-563.7283452399332","-1040.40009519405","-59.95663977583862"
"592","1183","1183","1183","-372.42768198087344","-914.5991360122312","-113.66379232455127"
"593","1185","1185","1185","-657.993737580049","-2385.962296615013","-79.908740835379"
"594","1187","1187","1187","-650.1054229465941","-1316.061134245988","-50.64560328020389"
"595","1189","1189","1189","-641.9637635930916","-1798.6538289018517","-98.3922929175818"
"596","1191","1191","1191","-398.5083923531812","-715.2675840144635","-57.234511618151465"
"597","1193","1193","1193","-345.7392118407983","-685.5704452108758","-129.34922548570975"
"598","1195","1195","1195","-607.3141562775304","-1323.0152612869852","-120.82389127660797"
"599","1197","1197","1197","-427.46325667247146","-930.1616808023516","-219.50509823827534"